# time, number
1362094501000,18.70149841
1362094621000,18.27224667
1362094741000,13.13946062
1362094861000,11.37050608
1362094981000,14.25219052
1362095101000,16.65477316
1362095221000,13.02459933
1362095341000,12.72628642
1362095461000,18.66300833
1362095581000,13.97691226
1362095701000,11.00447303
1362095821000,13.16230412
1362095941000,15.9643632
1362096061000,12.33914952
1362096181000,19.40179517
1362096301000,11.45743098
1362096421000,11.4700078
1362096541000,11.47961915
1362096661000,18.3535606
1362096781000,16.24651915
1362096901000,19.35406656
1362097021000,18.41181425
1362097141000,18.41484266
1362097261000,19.27773279
1362097381000,19.1024037
1362097501000,17.02839269
1362097621000,17.23335925
1362097741000,19.96377746
1362097861000,19.39909929
1362097981000,12.65050915
1362098101000,10.30411742
1362098221000,17.90493402
1362098341000,13.63191649
1362098461000,13.64947971
1362098581000,18.98740659
1362098701000,15.46693362
1362098821000,11.61702667
1362098941000,18.3354668
1362099061000,19.55172339
1362099181000,19.54275697
1362099301000,19.94210832
1362099421000,10.69544883
1362099541000,11.20935218
1362099661000,12.90266904
1362099781000,14.19340745
1362099901000,19.65132166
1362100021000,11.59687119
1362100141000,10.23797639
1362100261000,19.24752381
1362100381000,16.952552
1362100501000,16.65293452
1362100621000,14.29848579
1362100741000,15.7118481
1362100861000,10.59261136
1362100981000,11.30895513
1362101101000,16.27269675
1362101221000,16.53828427
1362101341000,11.734846
1362101461000,18.69124378
1362101581000,14.7350152
1362101701000,19.50756561
1362101821000,15.37921816
1362101941000,16.64190016
1362102061000,14.31744249
1362102181000,18.35307772
1362102301000,11.50366451
1362102421000,15.3624961
1362102541000,19.52054378
1362102661000,19.84417461
1362102781000,12.89519502
1362102901000,18.20811181
1362103021000,10.4556172
1362103141000,17.94280485
1362103261000,13.3489861
1362103381000,14.86745102
1362103501000,18.17956878
1362103621000,17.73902795
1362103741000,18.34799619
1362103861000,12.22990715
1362103981000,16.54792988
1362104101000,19.14019039
1362104221000,18.26199421
1362104341000,11.78961506
1362104461000,10.83596261
1362104581000,15.79460453
1362104701000,11.71090456
1362104821000,15.57600649
1362104941000,11.09399663
1362105061000,19.36251604
1362105181000,17.79342422
1362105301000,18.62648412
1362105421000,19.39651051
1362105541000,19.44329337
1362105661000,15.05723968
1362105781000,18.00693426
1362105901000,16.10425535
1362106021000,13.29481336
1362106141000,15.76028094
1362106261000,18.7148116
1362106381000,12.13547232
1362106501000,12.90519792
1362106621000,10.20008306
1362106741000,16.51328052
1362106861000,12.15476176
1362106981000,14.91122219
1362107101000,16.34908064
1362107221000,16.22713153
1362107341000,17.64952252
1362107461000,15.39764224
1362107581000,10.2104456
1362107701000,15.95545614
1362107821000,14.22988193
1362107941000,13.90407698
1362108061000,10.96652976
1362108181000,16.93321937
1362108301000,15.61614095
1362108421000,19.35535022
1362108541000,15.05344919
1362108661000,13.62091071
1362108781000,12.94718571
1362108901000,19.89927495
1362109021000,16.9263471
1362109141000,17.96771455
1362109261000,19.1907848
1362109381000,16.033009
1362109501000,10.57582048
1362109621000,11.09693381
1362109741000,13.42266286
1362109861000,19.6625379
1362109981000,10.72982693
1362110101000,15.10818151
1362110221000,18.49963326
1362110341000,18.90517353
1362110461000,10.47286502
1362110581000,19.63612906
1362110701000,18.03702468
1362110821000,10.77355357
1362110941000,15.53109773
1362111061000,17.41156431
1362111181000,13.08173679
1362111301000,10.48954763
1362111421000,19.9526766
1362111541000,10.52328188
1362111661000,10.37504087
1362111781000,15.04754666
1362111901000,16.01362338
1362112021000,14.28289215
1362112141000,11.98831436
1362112261000,13.86622586
1362112381000,15.74824649
1362112501000,10.04340974
1362112621000,15.50584095
1362112741000,10.59560996
1362112861000,10.5607458
1362112981000,19.19687608
1362113101000,15.31143331
1362113221000,18.13722132
1362113341000,11.25495145
1362113461000,10.64134971
1362113581000,14.85723311
1362113701000,17.03560495
1362113821000,19.5258179
1362113941000,19.34580938
1362114061000,13.22273526
1362114181000,19.22692791
1362114301000,10.80057264
1362114421000,13.29297683
1362114541000,12.88593503
1362114661000,15.40467381
1362114781000,17.42376696
1362114901000,18.66800373
1362115021000,16.06040534
1362115141000,10.10569289
1362115261000,12.1501243
1362115381000,16.8249154
1362115501000,14.26616386
1362115621000,16.55919882
1362115741000,12.50341031
1362115861000,16.96239996
1362115981000,11.65406955
1362116101000,10.01346589
1362116221000,16.89728235
1362116341000,16.45936692
1362116461000,16.65379904
1362116581000,17.33604646
1362116701000,11.60999091
1362116821000,16.59844155
1362116941000,15.41205977
1362117061000,16.6440891
1362117181000,10.83631599
1362117301000,16.42333848
1362117421000,16.10362553
1362117541000,10.2939561
1362117661000,14.46017594
1362117781000,19.3742646
1362117901000,19.30559384
1362118021000,15.93698986
1362118141000,16.06699195
1362118261000,11.54065726
1362118381000,10.15850943
1362118501000,15.12949307
1362118621000,15.97552107
1362118741000,15.59077606
1362118861000,17.83034108
1362118981000,16.61201529
1362119101000,11.96017245
1362119221000,11.93684073
1362119341000,15.42600412
1362119461000,13.98108647
1362119581000,10.62592005
1362119701000,16.73536121
1362119821000,18.51931025
1362119941000,13.23144496
1362120061000,15.08369432
1362120181000,10.29687711
1362120301000,17.7258677
1362120421000,14.10588237
1362120541000,17.60496838
1362120661000,14.0708161
1362120781000,18.19323097
1362120901000,15.54068567
1362121021000,17.9745022
1362121141000,17.95471559
1362121261000,12.96667614
1362121381000,15.98367175
1362121501000,11.86581525
1362121621000,14.53755979
1362121741000,14.42952684
1362121861000,14.33539038
1362121981000,11.1093179
1362122101000,12.38138547
1362122221000,13.53017643
1362122341000,15.0682153
1362122461000,12.8550437
1362122581000,19.77936077
1362122701000,17.05940187
1362122821000,12.48341165
1362122941000,12.49643823
1362123061000,19.53339462
1362123181000,18.78470676
1362123301000,11.80877546
1362123421000,19.26266005
1362123541000,19.61473465
1362123661000,19.3513299
1362123781000,19.09579958
1362123901000,13.18578026
1362124021000,18.64616927
1362124141000,17.53555396
1362124261000,16.51926626
1362124381000,14.54172827
1362124501000,10.19649937
1362124621000,18.27263884
1362124741000,13.18178439
1362124861000,11.49993259
1362124981000,15.1648933
1362125101000,10.37616422
1362125221000,13.74342528
1362125341000,16.99643959
1362125461000,11.86841142
1362125581000,11.62909939
1362125701000,18.99613905
1362125821000,15.59930647
1362125941000,13.72400294
1362126061000,10.45223623
1362126181000,11.70329919
1362126301000,17.37885073
1362126421000,11.82365734
1362126541000,18.77173162
1362126661000,14.29928956
1362126781000,17.4683303
1362126901000,12.08481708
1362127021000,15.4062832
1362127141000,14.89310435
1362127261000,10.71560578
1362127381000,17.45715423
1362127501000,15.73922618
1362127621000,17.42029376
1362127741000,11.05291735
1362127861000,10.08261567
1362127981000,18.38545157
1362128101000,17.3934866
1362128221000,15.49760089
1362128341000,15.59427703
1362128461000,15.49084768
1362128581000,10.98922541
1362128701000,15.58522216
1362128821000,10.87182134
1362128941000,15.40583168
1362129061000,12.54892825
1362129181000,19.31388478
1362129301000,16.9425714
1362129421000,14.06227243
1362129541000,14.52961496
1362129661000,18.9525344
1362129781000,19.7825775
1362129901000,18.82231184
1362130021000,14.46983017
1362130141000,14.89978681
1362130261000,19.02814338
1362130381000,18.5071772
1362130501000,12.83245401
1362130621000,13.80146886
1362130741000,19.6995828
1362130861000,19.07212603
1362130981000,12.6227868
1362131101000,15.21623253
1362131221000,19.86722415
1362131341000,16.16221963
1362131461000,10.00939136
1362131581000,15.18766889
1362131701000,11.93021568
1362131821000,17.46771023
1362131941000,16.84047086
1362132061000,11.4340699
1362132181000,14.78518201
1362132301000,17.04313965
1362132421000,14.00239958
1362132541000,11.73138195
1362132661000,18.09394669
1362132781000,11.46676727
1362132901000,16.75830445
1362133021000,12.78067641
1362133141000,13.20056327
1362133261000,17.18308271
1362133381000,19.39004873
1362133501000,16.00821411
1362133621000,14.0916107
1362133741000,12.88163449
1362133861000,17.20356278
1362133981000,19.77091994
1362134101000,13.93554082
1362134221000,15.16966166
1362134341000,10.97742127
1362134461000,14.60925884
1362134581000,19.46832499
1362134701000,16.99637128
1362134821000,12.00185209
1362134941000,17.04992327
1362135061000,11.47227079
1362135181000,19.60925738
1362135301000,14.97013163
1362135421000,13.08815449
1362135541000,15.4314408
1362135661000,11.37847436
1362135781000,13.46764907
1362135901000,13.06167208
1362136021000,10.21637323
1362136141000,19.27399308
1362136261000,19.65569494
1362136381000,14.13969887
1362136501000,10.66855468
1362136621000,14.54881116
1362136741000,19.14525444
1362136861000,18.14784811
1362136981000,14.64722181
1362137101000,13.66634892
1362137221000,19.95430431
1362137341000,12.25852019
1362137461000,15.87311697
1362137581000,18.46944748
1362137701000,15.9747415
1362137821000,14.05222073
1362137941000,13.51685424
1362138061000,10.35801218
1362138181000,15.08984741
1362138301000,13.82021249
1362138421000,16.68669878
1362138541000,12.33054464
1362138661000,16.77870963
1362138781000,15.81969964
1362138901000,18.53418679
1362139021000,16.49919573
1362139141000,19.49508368
1362139261000,18.73778177
1362139381000,15.52238703
1362139501000,14.62899404
1362139621000,16.33826981
1362139741000,17.80762686
1362139861000,17.37593998
1362139981000,15.46870415
1362140101000,19.21463451
1362140221000,13.682436
1362140341000,13.40922193
1362140461000,13.43848641
1362140581000,13.30435606
1362140701000,19.79623345
1362140821000,14.5849511
1362140941000,14.16388143
1362141061000,10.3261948
1362141181000,12.184841
1362141301000,17.73686032
1362141421000,15.06938777
1362141541000,12.67113215
1362141661000,18.35652934
1362141781000,16.31298523
1362141901000,14.19856938
1362142021000,15.48705742
1362142141000,17.47309331
1362142261000,10.40573743
1362142381000,19.89091855
1362142501000,17.62570395
1362142621000,14.78200684
1362142741000,12.91548571
1362142861000,13.52134101
1362142981000,13.39084356
1362143101000,18.50818387
1362143221000,17.88536656
1362143341000,11.76007223
1362143461000,11.51196938
1362143581000,19.98109195
1362143701000,12.7730388
1362143821000,16.14750446
1362143941000,17.47268518
1362144061000,16.76360369
1362144181000,16.61277842
1362144301000,18.97167272
1362144421000,10.03246621
1362144541000,12.14940223
1362144661000,12.4354392
1362144781000,18.25419573
1362144901000,19.86311661
1362145021000,17.09421166
1362145141000,16.63306918
1362145261000,18.92647098
1362145381000,11.79006099
1362145501000,19.58241862
1362145621000,14.94788942
1362145741000,10.74985765
1362145861000,15.73742226
1362145981000,16.28227629
1362146101000,11.98569246
1362146221000,14.59059956
1362146341000,18.60738434
1362146461000,14.76352726
1362146581000,17.07694919
1362146701000,10.92469146
1362146821000,15.01214393
1362146941000,16.49254285
1362147061000,11.60199285
1362147181000,10.29104181
1362147301000,15.52518908
1362147421000,16.53983458
1362147541000,16.70017082
1362147661000,14.79219644
1362147781000,19.63041701
1362147901000,14.2638733
1362148021000,16.82970597
1362148141000,17.31675712
1362148261000,11.86663322
1362148381000,13.68269292
1362148501000,17.8353067
1362148621000,15.00791551
1362148741000,14.45332465
1362148861000,13.70108694
1362148981000,13.54360358
1362149101000,16.54048032
1362149221000,17.34545907
1362149341000,11.05816096
1362149461000,15.50688173
1362149581000,12.98083194
1362149701000,13.94006628
1362149821000,10.39763843
1362149941000,13.31270851
1362150061000,19.02865516
1362150181000,12.31536149
1362150301000,12.82610961
1362150421000,14.01071749
1362150541000,17.0663373
1362150661000,17.38552587
1362150781000,17.59767852
1362150901000,12.55787677
1362151021000,11.42648258
1362151141000,14.26966928
1362151261000,11.76864742
1362151381000,13.33429356
1362151501000,16.12958615
1362151621000,17.83310059
1362151741000,16.66809804
1362151861000,19.95052875
1362151981000,12.73092788
1362152101000,19.98835316
1362152221000,13.83329125
1362152341000,13.39488327
1362152461000,13.46035213
1362152581000,17.19141167
1362152701000,19.42068979
1362152821000,10.95688906
1362152941000,14.59988161
1362153061000,14.28346732
1362153181000,10.93128059
1362153301000,12.53495719
1362153421000,18.93639753
1362153541000,14.9340381
1362153661000,18.24613043
1362153781000,19.2355331
1362153901000,18.67180941
1362154021000,17.5759266
1362154141000,18.45424526
1362154261000,18.88508222
1362154381000,19.08504792
1362154501000,17.4172321
1362154621000,12.10418362
1362154741000,10.64075594
1362154861000,12.98376269
1362154981000,19.88645884
1362155101000,13.62545501
1362155221000,11.04698784
1362155341000,16.96090042
1362155461000,18.95611922
1362155581000,10.16063783
1362155701000,14.54704083
1362155821000,10.12311083
1362155941000,11.84387421
1362156061000,11.11841715
1362156181000,17.51124775
1362156301000,18.34509507
1362156421000,13.30387052
1362156541000,17.31329877
1362156661000,11.91668725
1362156781000,10.41698503
1362156901000,14.77253451
1362157021000,12.17539926
1362157141000,18.86599447
1362157261000,14.4174193
1362157381000,13.75033922
1362157501000,10.08481393
1362157621000,10.82999338
1362157741000,16.24418533
1362157861000,10.40600122
1362157981000,18.85485751
1362158101000,14.4863757
1362158221000,19.2041234
1362158341000,15.74594333
1362158461000,12.08626732
1362158581000,18.82185308
1362158701000,19.47977246
1362158821000,16.51923185
1362158941000,13.07316279
1362159061000,14.90309124
1362159181000,18.01707124
1362159301000,15.73857087
1362159421000,14.35846985
1362159541000,15.99554367
1362159661000,15.16388478
1362159781000,15.02888056
1362159901000,17.98434212
1362160021000,15.65792859
1362160141000,15.35024753
1362160261000,17.81452307
1362160381000,14.68414295
1362160501000,12.38811653
1362160621000,11.8659578
1362160741000,10.09133906
1362160861000,12.08359727
1362160981000,18.74869376
1362161101000,13.24814321
1362161221000,11.14136631
1362161341000,12.35862952
1362161461000,17.17664374
1362161581000,16.50508394
1362161701000,11.55301322
1362161821000,14.92815831
1362161941000,12.30047143
1362162061000,14.44030611
1362162181000,12.75081662
1362162301000,12.77624891
1362162421000,14.11032731
1362162541000,19.48518334
1362162661000,15.18851347
1362162781000,11.00853334
1362162901000,16.09895886
1362163021000,19.43363531
1362163141000,15.5344157
1362163261000,19.21113997
1362163381000,18.74629545
1362163501000,15.9967637
1362163621000,10.73423794
1362163741000,19.17364505
1362163861000,17.31055758
1362163981000,13.99800371
1362164101000,10.00778812
1362164221000,18.31080968
1362164341000,15.07192161
1362164461000,11.62234441
1362164581000,10.02056928
1362164701000,19.91925436
1362164821000,12.7529762
1362164941000,12.15067518
1362165061000,14.70528022
1362165181000,14.86331614
1362165301000,18.98669367
1362165421000,16.22474356
1362165541000,11.69993502
1362165661000,10.05367226
1362165781000,12.63922949
1362165901000,19.5466207
1362166021000,16.2202725
1362166141000,15.36253925
1362166261000,16.83836526
1362166381000,15.9683174
1362166501000,16.1665334
1362166621000,17.74428648
1362166741000,13.2011177
1362166861000,18.0595951
1362166981000,11.49335057
1362167101000,17.17841739
1362167221000,12.08341163
1362167341000,17.64447501
1362167461000,17.50598757
1362167581000,16.14646086
1362167701000,19.19819616
1362167821000,19.74394205
1362167941000,10.3305062
1362168061000,14.5572455
1362168181000,18.50564644
1362168301000,19.47611536
1362168421000,16.82076171
1362168541000,15.00329165
1362168661000,11.79218094
1362168781000,16.85988671
1362168901000,14.18504885
1362169021000,16.23812896
1362169141000,16.25661422
1362169261000,18.46584816
1362169381000,16.73440791
1362169501000,18.38931567
1362169621000,19.31995404
1362169741000,11.22820168
1362169861000,16.81261404
1362169981000,12.99892943
1362170101000,15.53678877
1362170221000,12.22587199
1362170341000,18.0335753
1362170461000,17.31816259
1362170581000,10.26772282
1362170701000,19.42634791
1362170821000,12.71740417
1362170941000,13.28641582
1362171061000,18.64000912
1362171181000,16.97026202
1362171301000,13.58571785
1362171421000,15.89381608
1362171541000,12.7350176
1362171661000,17.73045963
1362171781000,15.00099092
1362171901000,12.61165802
1362172021000,19.42579861
1362172141000,15.88494058
1362172261000,13.59792443
1362172381000,17.18084088
1362172501000,14.41695178
1362172621000,11.02106784
1362172741000,10.06158739
1362172861000,15.47649338
1362172981000,19.69107847
1362173101000,11.23463113
1362173221000,11.44518402
1362173341000,13.66807596
1362173461000,18.90109602
1362173581000,12.20287651
1362173701000,18.02903603
1362173821000,16.15741431
1362173941000,11.95944938
1362174061000,15.16678562
1362174181000,18.31280994
1362174301000,14.97422424
1362174421000,18.49790491
1362174541000,13.3793523
1362174661000,11.28916581
1362174781000,16.31345968
1362174901000,19.56857293
1362175021000,11.25490965
1362175141000,19.54371209
1362175261000,15.0420388
1362175381000,10.20633959
1362175501000,11.06839333
1362175621000,10.59725351
1362175741000,17.7393487
1362175861000,12.07703457
1362175981000,10.25621832
1362176101000,19.12326617
1362176221000,10.80154957
1362176341000,11.53326973
1362176461000,14.66531258
1362176581000,12.37353811
1362176701000,17.45994402
1362176821000,16.59213524
1362176941000,11.91760196
1362177061000,16.66105173
1362177181000,19.00063967
1362177301000,18.22087922
1362177421000,17.60287447
1362177541000,10.99024015
1362177661000,13.08560002
1362177781000,13.23328616
1362177901000,10.63936238
1362178021000,18.59657407
1362178141000,18.90319158
1362178261000,18.1293182
1362178381000,11.34890118
1362178501000,19.37853443
1362178621000,16.8615388
1362178741000,10.15483383
1362178861000,11.78751786
1362178981000,15.47830121
1362179101000,17.56572753
1362179221000,15.00418398
1362179341000,12.75903985
1362179461000,16.94223339
1362179581000,17.52551935
1362179701000,12.24033377
1362179821000,13.64396517
1362179941000,11.31908321
1362180061000,14.02758848
1362180181000,11.51766128
1362180301000,10.66118709
1362180421000,11.02337198
1362180541000,13.28290949
1362180661000,12.5568921
1362180781000,14.94782684
1362180901000,11.1815476
1362181021000,13.85333931
1362181141000,11.27309173
1362181261000,15.81339185
1362181381000,10.54631621
1362181501000,15.79283384
1362181621000,11.23859427
1362181741000,14.52676316
1362181861000,10.49553454
1362181981000,14.2995853
1362182101000,18.42552096
1362182221000,16.9795355
1362182341000,14.08567325
1362182461000,16.36487372
1362182581000,14.42853629
1362182701000,13.18695962
1362182821000,14.43113564
1362182941000,12.07351367
1362183061000,12.12638751
1362183181000,15.24129033
1362183301000,17.97440673
1362183421000,10.30232986
1362183541000,15.92054745
1362183661000,17.50612771
1362183781000,16.57154502
1362183901000,11.69123514
1362184021000,19.6540278
1362184141000,18.36762908
1362184261000,18.51795221
1362184381000,10.97214138
1362184501000,17.19421974
1362184621000,19.47369627
1362184741000,13.49747391
1362184861000,16.04727517
1362184981000,14.60906167
1362185101000,15.82163546
1362185221000,19.59271445
1362185341000,15.81063024
1362185461000,16.0391008
1362185581000,16.55319596
1362185701000,15.21936943
1362185821000,17.96044306
1362185941000,14.83403364
1362186061000,14.26728547
1362186181000,19.75567174
1362186301000,19.9745846
1362186421000,14.65501724
1362186541000,14.06009201
1362186661000,18.94359865
1362186781000,16.46610421
1362186901000,15.8921429
1362187021000,19.87480491
1362187141000,18.0563738
1362187261000,18.20301588
1362187381000,17.63473926
1362187501000,16.50925009
1362187621000,13.61485363
1362187741000,10.75434973
1362187861000,16.42867519
1362187981000,14.69334859
1362188101000,10.83886798
1362188221000,19.38354665
1362188341000,15.10486419
1362188461000,16.10126787
1362188581000,16.28796552
1362188701000,16.29446018
1362188821000,11.78128697
1362188941000,18.27182778
1362189061000,11.30539231
1362189181000,18.6897718
1362189301000,19.56138995
1362189421000,17.60549473
1362189541000,13.22498672
1362189661000,19.51800899
1362189781000,16.87886892
1362189901000,15.45772254
1362190021000,19.81313592
1362190141000,10.76469436
1362190261000,19.27717411
1362190381000,10.47591559
1362190501000,12.25995494
1362190621000,17.89322289
1362190741000,13.00647322
1362190861000,17.1294513
1362190981000,10.38988673
1362191101000,12.28688654
1362191221000,11.50233085
1362191341000,15.17110763
1362191461000,18.9652838
1362191581000,10.20763334
1362191701000,19.67187355
1362191821000,11.63686029
1362191941000,14.5331916
1362192061000,12.92620443
1362192181000,19.75620861
1362192301000,16.56406175
